soil_moisture,temperature,air_humidity,wind_speed,time_of_day,water_given_ml,water_needed,heat_index,is_dry,rain_next_hour_1,time_group_Morning,time_group_Afternoon,time_group_Evening,time_group_Late Night
0.538,0.5000000000000001,0.5702005730659024,0.6950000000000001,1,53.3,1,0.5351002865329513,0,False,False,False,False,False
0.6059999999999999,0.3920000000000001,0.7478510028653294,0.8500000000000001,1,0.0,0,0.5699255014326647,0,False,False,False,False,False
0.36000000000000004,0.7959999999999999,0.8911174785100284,0.36000000000000004,4,230.1,1,0.8435587392550141,0,False,False,False,False,False
0.9340000000000002,0.628,0.965616045845272,0.125,11,0.0,0,0.796808022922636,0,False,True,False,False,False
0.45,0.5279999999999999,0.5329512893982806,0.68,16,0.0,0,0.5304756446991403,0,True,False,True,False,False
0.546,0.7880000000000001,0.7063037249283667,0.255,11,0.0,0,0.7471518624641834,0,True,True,False,False,False
0.552,0.4800000000000001,0.39111747851002854,0.42500000000000004,12,93.4,1,0.4355587392550143,0,False,False,True,False,False
0.6340000000000001,0.92,0.8295128939828078,0.6000000000000001,9,0.0,0,0.874756446991404,0,True,True,False,False,False
0.017999999999999988,0.5640000000000002,0.636103151862464,0.49500000000000005,2,95.9,1,0.6000515759312322,1,False,False,False,False,False
0.6499999999999999,0.06800000000000006,0.989971346704871,0.16000000000000003,19,0.0,0,0.5289856733524355,0,False,False,False,True,False
0.462,0.44400000000000006,0.37679083094555865,0.09000000000000001,10,101.6,1,0.41039541547277936,0,False,True,False,False,False
0.8840000000000001,0.9080000000000003,0.25931232091690537,0.17500000000000002,21,0.0,0,0.5836561604584528,0,True,False,False,True,False
0.48200000000000004,0.09200000000000008,0.37965616045845263,0.05500000000000001,19,61.3,1,0.23582808022922636,0,False,False,False,True,False
0.436,0.5080000000000001,0.7507163323782233,0.525,23,50.7,1,0.6293581661891117,0,False,False,False,False,True
0.702,0.6960000000000001,0.42693409742120336,0.42000000000000004,2,0.0,0,0.5614670487106017,0,False,False,False,False,False
0.412,0.028000000000000025,0.9340974212034381,0.655,17,79.9,1,0.48104871060171905,0,False,False,True,False,False
0.724,0.16800000000000004,0.038681948424068746,0.21000000000000002,22,0.0,0,0.10334097421203439,0,False,False,False,False,True
0.8620000000000001,0.15200000000000002,0.16762177650429794,0.07500000000000001,9,0.0,0,0.15981088825214898,0,False,True,False,False,False
0.8720000000000001,0.9480000000000001,0.9627507163323781,0.010000000000000002,19,0.0,0,0.955375358166189,0,True,False,False,True,False
0.6379999999999999,0.272,0.05730659025787965,0.1,14,0.0,0,0.16465329512893984,0,False,False,True,False,False
0.36399999999999993,0.5840000000000002,0.8108882521489971,0.19,13,0.0,0,0.6974441260744986,0,True,False,True,False,False
0.36600000000000005,0.45200000000000007,0.24928366762177645,0.96,1,53.0,1,0.35064183381088826,0,False,False,False,False,False
0.238,0.8080000000000002,0.05300859598853863,0.22000000000000003,19,0.0,0,0.43050429799426937,1,True,False,False,True,False
0.798,0.684,0.6060171919770772,0.17,18,0.0,0,0.6450085959885385,0,True,False,False,True,False
0.738,0.5840000000000002,0.9971346704871058,0.165,10,0.0,0,0.7905673352435529,0,True,True,False,False,False
0.19799999999999995,0.588,0.7535816618911173,0.375,9,122.1,1,0.6707908309455586,1,False,True,False,False,False
0.09999999999999998,0.3840000000000001,0.9426934097421202,0.51,12,127.8,1,0.6633467048710602,1,False,False,True,False,False
0.802,0.592,0.5873925501432664,0.04000000000000001,1,0.0,0,0.5896962750716332,0,True,False,False,False,False
0.5660000000000001,0.040000000000000036,0.5057306590257878,0.19,13,0.0,0,0.27286532951289394,0,True,False,True,False,False
0.8680000000000001,0.0040000000000000036,0.43839541547277927,0.55,9,0.0,0,0.22119770773638964,0,True,True,False,False,False
0.16399999999999998,0.13200000000000012,0.18767908309455583,0.75,11,55.4,1,0.15983954154727797,1,False,True,False,False,False
0.742,0.6,0.6117478510028651,0.945,1,0.0,0,0.6058739255014325,0,True,False,False,False,False
0.18799999999999994,0.18000000000000005,0.09885386819484238,0.085,0,0.0,0,0.1394269340974212,1,True,False,False,False,False
0.458,0.3440000000000001,0.952722063037249,0.625,20,147.5,1,0.6483610315186246,0,False,False,False,True,False
0.742,0.9519999999999998,0.5587392550143265,0.8500000000000001,16,0.0,0,0.7553696275071632,0,False,False,True,False,False
0.96,0.836,0.6833810888252148,0.4,2,0.0,0,0.7596905444126074,0,False,False,False,False,False
0.9200000000000002,0.9680000000000001,0.0315186246418338,0.005000000000000001,6,0.0,0,0.49975931232091697,0,False,True,False,False,False
0.938,0.13200000000000012,0.7077363896848136,0.405,6,0.0,0,0.41986819484240684,0,False,True,False,False,False
0.312,0.14800000000000002,0.12320916905444118,0.36000000000000004,10,53.8,1,0.1356045845272206,0,False,True,False,False,False
0.08999999999999997,0.44000000000000006,0.07020057306590255,0.13,14,109.7,1,0.2551002865329513,1,False,False,True,False,False
0.001999999999999974,0.01200000000000001,0.7621776504297992,0.8150000000000001,11,137.9,1,0.3870888252148996,1,False,True,False,False,False
0.746,0.8680000000000002,0.7521489971346702,0.365,22,0.0,0,0.8100744985673352,0,True,False,False,False,True
0.744,0.9,0.640401146131805,0.255,5,0.0,0,0.7702005730659025,0,False,False,False,False,False
0.418,0.852,0.1088825214899713,0.635,18,137.9,1,0.4804412607449856,0,False,False,False,True,False
0.732,0.936,0.07163323782234954,0.28500000000000003,13,0.0,0,0.5038166189111748,0,True,False,True,False,False
0.37799999999999995,0.68,0.5487106017191976,0.19,20,206.4,1,0.6143553008595988,0,False,False,False,True,False
0.9440000000000002,0.128,0.5358166189111746,0.555,14,0.0,0,0.3319083094555873,0,False,False,True,False,False
0.036000000000000004,0.6040000000000002,0.2277936962750715,0.09000000000000001,19,0.0,0,0.41589684813753586,1,True,False,False,True,False
0.8180000000000001,0.28400000000000014,0.5229226361031517,0.785,5,0.0,0,0.4034613180515759,0,False,False,False,False,False
0.8300000000000001,0.19200000000000006,0.2936962750716332,0.545,7,0.0,0,0.24284813753581663,0,True,True,False,False,False
0.458,0.30000000000000004,0.151862464183381,0.63,13,0.0,0,0.22593123209169053,0,True,False,True,False,False
0.068,0.5120000000000001,0.37535816618911155,0.5750000000000001,21,0.0,0,0.44367908309455584,1,True,False,False,True,False
0.32,0.128,0.8338108882521487,0.8,13,50.9,1,0.48090544412607433,0,False,False,True,False,False
0.536,0.5159999999999999,0.27363896848137537,0.835,17,0.0,0,0.39481948424068763,0,True,False,True,False,False
0.8959999999999999,0.8640000000000002,0.04727793696275068,0.6000000000000001,16,0.0,0,0.4556389684813754,0,False,False,True,False,False
0.48400000000000004,0.7040000000000001,0.9627507163323781,0.9199999999999999,2,0.0,0,0.8333753581661891,0,True,False,False,False,False
0.14399999999999996,0.2320000000000001,0.7048710601719196,0.44500000000000006,20,0.0,0,0.46843553008595984,1,True,False,False,True,False
0.74,0.268,0.6346704871060171,0.685,18,0.0,0,0.4513352435530086,0,True,False,False,True,False
0.558,0.9,0.5830945558739253,0.33,6,0.0,0,0.7415472779369627,0,True,True,False,False,False
0.4659999999999999,0.872,0.5143266475644698,0.03,6,89.3,1,0.6931633237822349,0,False,True,False,False,False
0.5800000000000001,0.36,0.6217765042979941,0.65,2,0.0,0,0.49088825214899706,0,True,False,False,False,False
0.15999999999999998,0.9680000000000001,0.800859598853868,0.49000000000000005,2,175.8,1,0.8844297994269341,1,False,False,False,False,False
0.057999999999999996,0.5040000000000001,0.47851002865329506,0.020000000000000004,21,0.0,0,0.4912550143266476,1,True,False,False,True,False
0.794,0.020000000000000018,0.07879656160458448,0.79,17,0.0,0,0.04939828080229225,0,False,False,True,False,False
0.10999999999999999,0.136,0.8982808022922635,0.8400000000000001,12,0.0,0,0.5171404011461318,1,True,False,True,False,False
0.37200000000000005,0.7519999999999999,0.9140401146131805,0.54,9,277.6,1,0.8330200573065902,0,False,True,False,False,False
0.318,0.17599999999999993,0.7521489971346702,0.515,2,56.7,1,0.46407449856733507,0,False,False,False,False,False
0.48200000000000004,0.368,0.21346704871060163,0.555,10,0.0,0,0.2907335243553008,0,True,True,False,False,False
0.37600000000000006,0.16400000000000015,0.1275071633237822,0.34500000000000003,6,56.8,1,0.14575358166189117,0,False,True,False,False,False
0.3479999999999999,0.42000000000000004,0.5759312320916904,0.5950000000000001,7,133.1,1,0.4979656160458452,0,False,True,False,False,False
0.15399999999999997,0.356,0.47707736389684796,0.22000000000000003,10,0.0,0,0.41653868194842397,1,True,True,False,False,False
0.55,0.276,0.475644699140401,0.49000000000000005,22,61.2,1,0.3758223495702005,0,False,False,False,False,True
0.724,0.18000000000000005,0.19054441260744975,0.45,13,0.0,0,0.1852722063037249,0,True,False,True,False,False
0.15999999999999998,0.028000000000000025,0.9255014326647564,0.25,5,0.0,0,0.4767507163323782,1,True,False,False,False,False
0.998,0.44400000000000006,0.027220630372492782,0.91,21,0.0,0,0.23561031518624642,0,True,False,False,True,False
0.32,0.272,0.1418338108882521,0.41,9,0.0,0,0.20691690544412605,0,True,True,False,False,False
0.5900000000000001,0.12,0.160458452722063,0.985,6,0.0,0,0.1402292263610315,0,True,True,False,False,False
0.262,0.7919999999999999,0.8237822349570199,0.215,19,0.0,0,0.80789111747851,1,True,False,False,True,False
0.246,0.7959999999999999,0.00429799426934091,0.8250000000000001,5,0.0,0,0.40014899713467045,1,True,False,False,False,False
0.48599999999999993,0.6040000000000002,0.7163323782234954,0.52,12,0.0,0,0.6601661891117478,0,True,False,True,False,False
0.16600000000000004,0.388,0.9126074498567334,0.6200000000000001,4,0.0,0,0.6503037249283667,1,True,False,False,False,False
0.8480000000000001,0.15600000000000003,0.5128939828080228,0.26,1,0.0,0,0.3344469914040114,0,False,False,False,False,False
0.15799999999999997,0.7200000000000001,0.7722063037249283,0.515,23,261.0,1,0.7461031518624641,1,False,False,False,False,True
0.038000000000000006,0.272,0.9111747851002863,0.9550000000000001,23,0.0,0,0.5915873925501431,1,True,False,False,False,True
0.796,0.904,0.7277936962750715,0.605,7,0.0,0,0.8158968481375357,0,True,True,False,False,False
0.8680000000000001,0.5520000000000002,0.050143266475644654,0.07500000000000001,0,0.0,0,0.3010716332378224,0,True,False,False,False,False
0.43,0.17599999999999993,0.011461318051575853,0.005000000000000001,17,122.9,1,0.0937306590257879,0,False,False,True,False,False
0.196,0.924,0.151862464183381,0.22999999999999998,6,190.9,1,0.5379312320916905,1,False,True,False,False,False
0.9440000000000002,0.5359999999999999,0.08166189111747846,0.655,9,0.0,0,0.3088309455587392,0,True,True,False,False,False
0.36000000000000004,0.876,0.5558739255014326,0.6950000000000001,12,0.0,0,0.7159369627507163,0,True,False,True,False,False
0.74,0.7319999999999999,0.475644699140401,0.08000000000000002,15,0.0,0,0.6038223495702004,0,False,False,True,False,False
0.752,0.7719999999999999,0.39111747851002854,0.355,2,0.0,0,0.5815587392550142,0,False,False,False,False,False
0.37000000000000005,0.9680000000000001,0.8567335243553007,0.7650000000000001,1,0.0,0,0.9123667621776503,0,True,False,False,False,False
0.988,0.4800000000000001,0.5544412607449855,0.81,10,0.0,0,0.5172206303724928,0,True,True,False,False,False
0.332,0.016000000000000014,0.8882521489971344,0.1,14,0.0,0,0.45212607449856723,0,True,False,True,False,False
0.6719999999999999,0.64,0.4226361031518624,0.675,8,0.0,0,0.5313180515759313,0,False,True,False,False,False
0.48000000000000004,0.932,0.08166189111747846,0.25,16,106.7,1,0.5068309455587392,0,False,False,True,False,False
0.6459999999999999,0.396,0.28653295128939826,0.45999999999999996,19,0.0,0,0.34126647564469914,0,False,False,False,True,False
0.6279999999999999,0.272,0.7335243553008595,0.16000000000000003,17,0.0,0,0.5027621776504297,0,False,False,True,False,False
0.41,0.33599999999999997,0.7793696275071631,0.52,3,69.1,1,0.5576848137535815,0,False,False,False,False,False
0.8200000000000001,0.856,0.8567335243553007,0.36000000000000004,2,0.0,0,0.8563667621776503,0,False,False,False,False,False
0.194,0.348,0.7449856733524354,0.315,10,0.0,0,0.5464928366762176,1,True,True,False,False,False
0.692,0.42800000000000005,0.9828080229226359,0.33,13,0.0,0,0.705404011461318,0,False,False,True,False,False
0.422,0.7519999999999999,0.9541547277936961,0.71,5,71.7,1,0.8530773638968481,0,False,False,False,False,False
0.8880000000000001,0.20000000000000007,0.7994269340974212,0.11499999999999999,12,0.0,0,0.4997134670487106,0,True,False,True,False,False
0.27799999999999997,0.3640000000000001,0.050143266475644654,0.42000000000000004,23,0.0,0,0.20707163323782238,1,True,False,False,False,True
0.35200000000000004,0.07599999999999996,0.20343839541547265,0.78,9,0.0,0,0.1397191977077363,0,True,True,False,False,False
0.9320000000000002,0.592,0.955587392550143,0.26,4,0.0,0,0.7737936962750716,0,False,False,False,False,False
0.762,0.5120000000000001,0.6991404011461317,0.835,21,0.0,0,0.6055702005730659,0,False,False,False,True,False
0.434,0.07599999999999996,0.3954154727793696,0.645,17,82.1,1,0.23570773638968479,0,False,False,True,False,False
0.4659999999999999,0.7360000000000001,0.7793696275071631,0.7650000000000001,7,0.0,0,0.7576848137535817,0,True,True,False,False,False
0.6840000000000002,0.8280000000000002,0.20200573065902577,0.19,1,0.0,0,0.515002865329513,0,False,False,False,False,False
0.8560000000000001,0.4959999999999999,0.12320916905444118,0.4650000000000001,19,0.0,0,0.3096045845272205,0,True,False,False,True,False
0.314,0.836,0.5057306590257878,0.18000000000000002,19,243.5,1,0.6708653295128939,0,False,False,False,True,False
0.9500000000000002,0.29599999999999993,0.07163323782234954,0.875,6,0.0,0,0.18381661891117473,0,True,True,False,False,False
0.27399999999999997,0.15600000000000003,0.9799426934097419,0.065,7,62.4,1,0.567971346704871,1,False,True,False,False,False
0.948,0.7160000000000001,0.024355300859598805,0.30000000000000004,10,0.0,0,0.37017765042979944,0,True,True,False,False,False
0.732,0.64,0.2521489971346704,0.45,19,0.0,0,0.4460744985673352,0,False,False,False,True,False
0.6819999999999999,0.04800000000000004,0.2521489971346704,0.37000000000000005,21,0.0,0,0.15007449856733523,0,False,False,False,True,False
0.6859999999999999,0.592,0.8767908309455585,0.6950000000000001,14,0.0,0,0.7343954154727792,0,False,False,True,False,False
0.8320000000000001,0.0040000000000000036,0.0,0.24,21,0.0,0,0.0020000000000000018,0,True,False,False,True,False
0.8680000000000001,0.7559999999999999,0.9441260744985671,0.05500000000000001,9,0.0,0,0.8500630372492834,0,True,True,False,False,False
0.8720000000000001,0.09599999999999997,0.0759312320916905,0.8900000000000001,19,0.0,0,0.08596561604584524,0,True,False,False,True,False
0.49000000000000005,0.040000000000000036,0.7378223495702003,0.8800000000000001,3,133.9,1,0.3889111747851002,0,False,False,False,False,False
0.6320000000000001,0.7119999999999999,0.46848137535816603,0.96,18,0.0,0,0.5902406876790829,0,False,False,False,True,False
0.21600000000000003,0.44800000000000006,0.32378223495701997,0.78,10,0.0,0,0.38589111747851,1,True,True,False,False,False
0.35400000000000004,0.028000000000000025,0.5744985673352434,0.22999999999999998,17,97.9,1,0.3012492836676217,0,False,False,True,False,False
0.006000000000000005,0.7040000000000001,0.15902578796561595,0.4650000000000001,19,0.0,0,0.431512893982808,1,True,False,False,True,False
0.19799999999999995,0.356,0.6905444126074497,0.9500000000000001,4,52.1,1,0.5232722063037248,1,False,False,False,False,False
0.017999999999999988,0.5440000000000002,0.7148997134670485,0.15500000000000003,8,0.0,0,0.6294498567335243,1,True,True,False,False,False
0.6059999999999999,0.32000000000000006,0.29799426934097406,0.6200000000000001,10,0.0,0,0.30899713467048706,0,False,True,False,False,False
0.37799999999999995,0.20799999999999996,0.8853868194842405,0.48,0,112.5,1,0.5466934097421202,0,False,False,False,False,False
0.412,0.9,0.6747851002865328,0.4,5,0.0,0,0.7873925501432664,0,True,False,False,False,False
0.8260000000000001,0.8680000000000002,0.6103151862464182,0.05500000000000001,9,0.0,0,0.7391575931232093,0,True,True,False,False,False
0.702,0.1120000000000001,0.20057306590257873,0.11499999999999999,8,0.0,0,0.15628653295128941,0,False,True,False,False,False
0.554,0.03600000000000003,0.5501432664756446,0.45,11,0.0,0,0.2930716332378223,0,True,True,False,False,False
0.5880000000000001,0.668,0.5401146131805156,0.675,22,91.6,1,0.6040573065902578,0,False,False,False,False,True
0.06,0.644,0.6762177650429797,0.15000000000000002,6,0.0,0,0.6601088825214898,1,True,True,False,False,False
0.39399999999999996,0.348,0.8194842406876788,0.54,3,0.0,0,0.5837421203438393,0,True,False,False,False,False
0.9140000000000001,0.30000000000000004,0.5673352435530085,0.775,2,0.0,0,0.43366762177650425,0,False,False,False,False,False
0.8720000000000001,0.9480000000000001,0.1919770773638968,0.12,10,0.0,0,0.5699885386819484,0,True,True,False,False,False
0.8560000000000001,0.9919999999999999,0.7822349570200571,0.91,15,0.0,0,0.8871174785100284,0,True,False,True,False,False
0.066,0.8000000000000002,0.5730659025787964,0.265,14,212.9,1,0.6865329512893983,1,False,False,True,False,False
0.6940000000000002,0.7640000000000001,0.38825214899713456,0.515,0,0.0,0,0.5761260744985673,0,False,False,False,False,False
0.78,0.608,0.7392550143266474,0.9650000000000001,13,0.0,0,0.6736275071633238,0,True,False,True,False,False
0.6359999999999999,0.45200000000000007,0.25071633237822344,0.6200000000000001,2,0.0,0,0.35135816618911175,0,True,False,False,False,False
0.8380000000000001,0.10400000000000009,0.2650429799426933,0.545,16,0.0,0,0.1845214899713467,0,False,False,True,False,False
0.8920000000000001,0.6040000000000002,0.4083094555873925,0.8050000000000002,1,0.0,0,0.5061547277936964,0,True,False,False,False,False
0.812,0.02400000000000002,0.8911174785100284,0.034999999999999996,6,0.0,0,0.4575587392550142,0,True,True,False,False,False
0.41,0.14,0.7578796561604584,0.47000000000000003,8,90.8,1,0.4489398280802292,0,False,True,False,False,False
0.558,0.356,0.29656160458452707,0.195,6,85.3,1,0.3262808022922635,0,False,True,False,False,False
0.766,0.1120000000000001,0.8868194842406876,0.6150000000000001,22,0.0,0,0.49940974212034384,0,False,False,False,False,True
0.036000000000000004,0.3640000000000001,0.5487106017191976,0.395,3,137.7,1,0.45635530085959886,1,False,False,False,False,False
0.5680000000000001,0.7200000000000001,0.4727793696275071,0.79,13,0.0,0,0.5963896848137535,0,True,False,True,False,False
0.4459999999999999,0.09200000000000008,0.12607449856733516,0.34,5,0.0,0,0.10903724928366762,0,True,False,False,False,False
0.6599999999999999,0.09599999999999997,0.9183381088825213,0.9,5,0.0,0,0.5071690544412606,0,True,False,False,False,False
0.07200000000000001,0.648,0.43839541547277927,0.09000000000000001,20,230.7,1,0.5431977077363896,1,False,False,False,True,False
0.10799999999999998,0.2640000000000001,0.3954154727793696,0.97,13,0.0,0,0.32970773638968487,1,True,False,True,False,False
0.504,0.20000000000000007,0.21203438395415464,0.17500000000000002,13,0.0,0,0.20601719197707735,0,True,False,True,False,False
0.444,0.388,0.44269340974212024,0.06999999999999999,4,0.0,0,0.4153467048710601,0,True,False,False,False,False
0.6579999999999999,0.15600000000000003,0.8896848137535815,0.085,15,0.0,0,0.5228424068767907,0,True,False,True,False,False
0.48000000000000004,0.09200000000000008,0.8954154727793693,0.17,18,0.0,0,0.4937077363896847,0,True,False,False,True,False
0.6059999999999999,0.876,0.5544412607449855,0.8150000000000001,1,0.0,0,0.7152206303724927,0,True,False,False,False,False
0.013999999999999985,0.43600000000000005,0.6060171919770772,0.025,10,91.8,1,0.5210085959885387,1,False,True,False,False,False
0.42,0.4640000000000001,0.14899713467048703,0.6150000000000001,12,0.0,0,0.30649856733524355,0,True,False,True,False,False
0.8540000000000001,0.5200000000000001,0.5687679083094554,0.885,17,0.0,0,0.5443839541547277,0,True,False,True,False,False
0.442,0.30800000000000005,0.5214899713467047,0.4650000000000001,23,0.0,0,0.4147449856733524,0,True,False,False,False,True
0.048000000000000015,0.0,0.825214899713467,0.945,19,0.0,0,0.4126074498567335,1,True,False,False,True,False
0.6000000000000001,0.916,0.646131805157593,0.125,13,0.0,0,0.7810659025787965,0,True,False,True,False,False
0.6379999999999999,0.4680000000000001,0.3724928366762177,0.585,3,0.0,0,0.4202464183381089,0,True,False,False,False,False
0.298,0.9919999999999999,0.8610315186246418,0.885,23,232.8,1,0.9265157593123208,1,False,False,False,False,True
0.027999999999999997,0.912,0.5573065902578795,0.6400000000000001,1,192.5,1,0.7346532951289397,1,False,False,False,False,False
0.6159999999999999,0.676,0.2277936962750715,0.49000000000000005,15,0.0,0,0.4518968481375358,0,False,False,True,False,False
0.766,0.3320000000000001,0.40114613180515746,0.34,18,0.0,0,0.36657306590257877,0,True,False,False,True,False
0.122,0.9840000000000001,0.42836676217765035,0.5950000000000001,3,0.0,0,0.7061833810888252,1,True,False,False,False,False
0.9320000000000002,0.18000000000000005,0.5744985673352434,0.6900000000000001,10,0.0,0,0.3772492836676217,0,False,True,False,False,False
0.38399999999999995,0.356,0.11031518624641828,0.15500000000000003,17,0.0,0,0.23315759312320913,0,True,False,True,False,False
0.29600000000000004,0.8040000000000002,0.31088825214899696,0.42500000000000004,10,0.0,0,0.5574441260744986,1,True,True,False,False,False
0.708,0.7840000000000001,0.3839541547277936,0.13,5,0.0,0,0.5839770773638968,0,True,False,False,False,False
0.38999999999999996,0.9880000000000001,0.3467048710601718,0.43,8,179.7,1,0.6673524355300859,0,False,True,False,False,False
0.07200000000000001,0.892,0.487106017191977,0.44500000000000006,9,0.0,0,0.6895530085959884,1,True,True,False,False,False
0.254,0.8480000000000002,0.6733524355300857,0.47000000000000003,9,0.0,0,0.760676217765043,1,True,True,False,False,False
0.6540000000000001,0.924,0.8667621776504295,0.19,9,0.0,0,0.8953810888252147,0,False,True,False,False,False
0.464,0.276,0.23209169054441248,0.915,17,97.0,1,0.25404584527220625,0,False,False,True,False,False
0.8840000000000001,0.7559999999999999,0.19914040114613174,0.44000000000000006,3,0.0,0,0.4775702005730658,0,True,False,False,False,False
0.35600000000000004,0.876,0.18194842406876782,0.255,8,295.5,1,0.5289742120343839,0,False,True,False,False,False
0.9940000000000002,0.7240000000000001,0.024355300859598805,0.67,1,0.0,0,0.37417765042979945,0,True,False,False,False,False
0.32,0.30400000000000005,0.9813753581661888,0.61,22,57.9,1,0.6426876790830944,0,False,False,False,False,True
0.6819999999999999,0.128,0.33954154727793684,0.625,6,0.0,0,0.23377077363896842,0,False,True,False,False,False
0.9640000000000002,0.45600000000000007,0.9040114613180514,0.925,11,0.0,0,0.6800057306590257,0,True,True,False,False,False
0.6540000000000001,0.592,0.9670487106017189,0.8900000000000001,2,0.0,0,0.7795243553008595,0,True,False,False,False,False
0.08000000000000002,0.612,0.7979942693409741,0.065,5,0.0,0,0.7049971346704871,1,True,False,False,False,False
0.5959999999999999,0.272,0.20200573065902577,0.9750000000000001,23,53.7,1,0.2370028653295129,0,False,False,False,False,True
0.8140000000000001,0.9560000000000001,0.5530085959885386,0.775,18,0.0,0,0.7545042979942693,0,False,False,False,True,False
0.48400000000000004,0.8680000000000002,0.9699140401146129,0.8900000000000001,22,0.0,0,0.9189570200573065,0,True,False,False,False,True
0.41,0.41200000000000003,0.16905444126074493,0.605,1,0.0,0,0.2905272206303725,0,True,False,False,False,False
0.8,0.86,0.2650429799426933,0.8650000000000001,11,0.0,0,0.5625214899713467,0,True,True,False,False,False
0.05399999999999999,0.636,0.6518624641833809,0.77,8,182.6,1,0.6439312320916905,1,False,True,False,False,False
0.14799999999999996,0.7000000000000001,0.6117478510028651,0.22999999999999998,16,0.0,0,0.6558739255014325,1,True,False,True,False,False
0.136,0.5320000000000001,0.15902578796561595,0.9199999999999999,20,0.0,0,0.34551289398280804,1,True,False,False,True,False
0.35000000000000003,0.10000000000000009,0.7020057306590255,0.9650000000000001,13,105.8,1,0.4010028653295128,0,False,False,True,False,False
0.6759999999999999,0.03200000000000003,0.6375358166189109,0.77,8,0.0,0,0.33476790830945546,0,True,True,False,False,False
0.428,0.624,0.7234957020057304,0.32000000000000006,22,0.0,0,0.6737478510028652,0,True,False,False,False,True
0.438,0.14,0.7636103151862463,0.6000000000000001,1,106.7,1,0.4518051575931232,0,False,False,False,False,False
0.23200000000000004,0.5120000000000001,0.6103151862464182,0.5950000000000001,0,105.5,1,0.5611575931232091,1,False,False,False,False,False
0.6819999999999999,0.26,0.8510028653295127,0.8300000000000001,13,0.0,0,0.5555014326647564,0,True,False,True,False,False
0.176,0.7519999999999999,0.06303724928366755,0.11000000000000001,1,0.0,0,0.40751862464183375,1,True,False,False,False,False
0.40599999999999997,0.04400000000000004,0.015759312320916874,0.11499999999999999,8,0.0,0,0.029879656160458457,0,True,True,False,False,False
0.8500000000000001,0.924,0.636103151862464,0.7200000000000001,18,0.0,0,0.7800515759312321,0,True,False,False,True,False
0.6399999999999999,0.5479999999999999,0.6174785100286532,0.535,22,0.0,0,0.5827392550143266,0,True,False,False,False,True
0.136,0.6919999999999998,0.23352435530085947,0.45,0,251.1,1,0.46276217765042965,1,False,False,False,False,False
0.8460000000000001,0.648,0.4240687679083094,0.5900000000000001,12,0.0,0,0.5360343839541547,0,False,False,True,False,False
